chain_root	chain_shortest	chain_longest	chain_length	language	lang_name	stability	mode_word	mode_count	total_extensions	gloss	all_words_json
a-i-*301-wa	a-i-*301-wa	a-i-*301-wa-e-a-di-k	26	dra-pro	Proto-Dravidian	0.7692	poʈʈ-	20	26		"[""put\u0283"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""pe\u0288\u0288i"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""pe\u0288\u0288i"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""pa\u02d0\u0288u"", ""pa\u02d0\u0288a-"", ""pa\u02d0\u0288u""]"
a-i-*301-wa	a-i-*301-wa	a-i-*301-wa-e-a-di-k	26	uga	Ugaritic	0.7692	ib	20	26	oracc neo	"[""ib"", ""ib"", ""ib"", ""ib"", ""ib"", ""ib"", ""ib"", ""ib"", ""ib"", ""uqnu"", ""ib"", ""ib"", ""ib"", ""uqnu"", ""uqnu"", ""ib"", ""uqnu"", ""ib"", ""ib"", ""uqnu"", ""ib"", ""ib"", ""ib"", ""ib"", ""ib"", ""uqnu""]"
a-di-ki	a-di-ki	a-di-ki-tu-ja-s	13	xld	Lydian	0.7692	kʷe-	10	13		"[""k\u02b7e-"", ""k\u02b7e-"", ""k\u02b7e-"", ""k\u02b7e-"", ""k\u02b7e-"", ""k\u02b7e-"", ""k\u02b7e-"", ""k\u02b7e-"", ""k\u02b7e-"", ""k\u02b7e(si)=k"", ""k\u02b7e(si)-"", ""k\u02b7e-"", ""ko-(t)""]"
a-sa-ra	a-sa-ra	a-sa-ra-me-u-na	13	ave	Avestan	0.7692	[-]	10	13	bones	"[""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]"", ""[-]"", ""xshvash"", ""[-]"", ""[-]"", "", van\u0261hu"", ""[-]"", ""xshvash""]"
a-sa-ra	a-sa-ra	a-sa-ra-me-u-na	13	cms	Messapic	0.7692	mazzes	10	13	greater	"[""mazzes"", ""mazzes"", ""mazzes"", ""mazzes"", ""mazzes"", ""ma"", ""mazzes"", ""mazzes"", ""ma"", ""mazzes"", ""mazzes"", ""bilia"", ""mazzes""]"
*301-wa-ja	*301-wa-ja	*301-wa-ja-ja-i-n-w	32	sem-pro	Proto-Semitic	0.7500	U₃	24	32		"[""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""-b"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""s\u02e4\u0301a\u0294n-"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""\u00f0a-"", ""-at-"", ""U\u2083"", ""-r"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""ma\u02d0j"", ""-at-"", ""-r""]"
wa-ja-ja	wa-ja-ja	wa-ja-ja-sa-sa	16	xle	Eteocypriot	0.7500	napʰotʰ	12	16		"[""maw"", ""nap\u02b0ot\u02b0"", ""rom"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""awis"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""nap\u02b0ot\u02b0"", ""aker"", ""nap\u02b0ot\u02b0""]"
ta-i-*301-wa	ta-i-*301-wa	ta-i-*301-wa-ja-a-j	16	cms	Messapic	0.7500	klaohi	12	16	hear (present imperative 3sg)	"[""ai"", ""ai"", ""ai"", ""klaohi"", ""klaohi"", ""klaohi"", ""klaohi"", ""klaohi"", ""klaohi"", ""klaohi"", ""klaohi"", ""klaohi"", ""klaohi"", ""ai"", ""klaohi"", ""klaohi""]"
wa-ja-a	wa-ja-a	wa-ja-a-di-ki-t	8	dra-pro	Proto-Dravidian	0.7500	poʈʈ-	6	8		"[""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""pa\u02d0\u0288u"", ""po\u0288\u0288-"", ""pe\u0288\u0288i""]"
wa-ja-a	wa-ja-a	wa-ja-a-di-ki-t	8	sem-pro	Proto-Semitic	0.7500	U₃	6	8		"[""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""\u03b8in-"", ""\u03b8u\u02d0m-""]"
wa-ja-a	wa-ja-a	wa-ja-a-di-ki-t	8	xcr	Eteocretan	0.7500	γίσσα	6	8		"[""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u2020=l\u0329"", ""\u03b3\u03adl\u0329\u03b1""]"
ja-ja-sa	ja-ja-sa	ja-ja-sa-sa-ra	5	xur	Urartian	0.7500	eme	3	4	(meaning unknown)	"[""eme"", ""eme"", ""eme"", ""GABA.RI""]"
ja-se-ka	ja-se-ka	ja-se-ka-na-si	5	xur	Urartian	0.7500	MAN-nu-	3	4	sumerogram:become king	"[""edi"", ""MAN-nu-"", ""MAN-nu-"", ""MAN-nu-""]"
a-da-u-ti	a-da-u-ti	a-da-u-ti-nu-i-n	5	xur	Urartian	0.7500	MAN-usi	3	4	sumerogram:royal	"[""MAN-usi"", ""LU\u2082-tuxi"", ""MAN-usi"", ""MAN-usi""]"
nwa-za	nwa-za	nwa-za-*56-ni	4	cms	Messapic	0.7500	θi	3	4	enclitic conjunction: and	"[""kos"", ""\u03b8i"", ""\u03b8i"", ""\u03b8i""]"
nwa-za	nwa-za	nwa-za-*56-ni	4	elx	Elamite	0.7500	rum	3	4	hen	"[""rapdu"", ""rum"", ""rum"", ""rum""]"
nwa-za	nwa-za	nwa-za-*56-ni	4	phn	Phoenician	0.7500	kalb	3	4	dog	"[""kalb"", ""kalb"", ""kalb"", ""pani""]"
nwa-za	nwa-za	nwa-za-*56-ni	4	xle	Eteocypriot	0.7500	rom	3	4	meaning uncertain	"[""maw"", ""rom"", ""rom"", ""rom""]"
a-da-wa	a-da-wa	a-da-wa-i-ja	4	peo	Old Persian	0.7500	avadaː	3	4		"[""anija"", ""avada\u02d0"", ""avada\u02d0"", ""avada\u02d0""]"
a-da-wa	a-da-wa	a-da-wa-i-ja	4	xle	Eteocypriot	0.7500	rom	3	4	meaning uncertain	"[""rom"", ""rom"", ""rom"", ""aker""]"
a-da-wa	a-da-wa	a-da-wa-i-ja	4	xrr	Etruscan	0.7500	sukʰ	3	4		"[""suk\u02b0"", ""suk\u02b0"", ""suk\u02b0"", ""\u03b8auk\u02b0-""]"
a-na-si	a-na-si	a-na-si-si-r	4	elx	Elamite	0.7500	uriʃ	3	4		"[""uri\u0283"", ""uri\u0283"", ""uri\u0283"", ""rum""]"
a-na-si	a-na-si	a-na-si-si-r	4	phn	Phoenician	0.7500	ʃiħēt	3	4		"[""\u0283at"", ""\u0283i\u0127\u0113t"", ""\u0283i\u0127\u0113t"", ""\u0283i\u0127\u0113t""]"
a-na-si	a-na-si	a-na-si-si-r	4	sem-pro	Proto-Semitic	0.7500	U₃	3	4		"[""U\u2083"", ""U\u2083"", ""U\u2083"", ""ra\u0294\u0283""]"
a-na-si	a-na-si	a-na-si-si-r	4	xld	Lydian	0.7500	trf(i)-	3	4		"[""trf\u00e3n"", ""trf(i)-"", ""trf(i)-"", ""trf(i)-""]"
a-na-si	a-na-si	a-na-si-si-r	4	xpg	Phrygian	0.7500	ad	3	4	to	"[""ad"", ""ad"", ""ad"", ""bedu""]"
a-na-si	a-na-si	a-na-si-si-r	4	xrr	Etruscan	0.7500	-Ø	3	4	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-u""]"
a-na-si	a-na-si	a-na-si-si-r	4	xur	Urartian	0.7500	ipt-	3	4	(meaning unknown)	"[""man-"", ""ipt-"", ""ipt-"", ""ipt-""]"
a-ru-ka	a-ru-ka	a-ru-ka-na-s	4	ccs-pro	Proto-Kartvelian	0.7500	dar	3	4	to be unfit	"[""zar"", ""dar"", ""dar"", ""dar""]"
a-ru-ka	a-ru-ka	a-ru-ka-na-s	4	peo	Old Persian	0.7500	AM	3	4		"[""AM"", ""DH"", ""AM"", ""AM""]"
a-ru-ka	a-ru-ka	a-ru-ka-na-s	4	phn	Phoenician	0.7500	ʔatta	3	4	wiktionary	"[""\u0294atta"", ""\u0294atta"", ""\u0294atta"", ""ta\u0127at""]"
a-ru-ka	a-ru-ka	a-ru-ka-na-s	4	uga	Ugaritic	0.7500	ɣr	3	4		"[""xns\u02e4"", ""\u0263r"", ""\u0263r"", ""\u0263r""]"
a-ru-ka	a-ru-ka	a-ru-ka-na-s	4	xcr	Eteocretan	0.7500	γέl̩α	3	4		"[""\u2020=l\u0329"", ""\u03b3\u03adl\u0329\u03b1"", ""\u03b3\u03adl\u0329\u03b1"", ""\u03b3\u03adl\u0329\u03b1""]"
i-da-ja	i-da-ja	i-da-ja-ja	4	elx	Elamite	0.7500	buni	3	4	heart	"[""buni"", ""buni"", ""tuu\u0283"", ""buni""]"
i-da-ja	i-da-ja	i-da-ja-ja	4	ine-pro	Proto-Indo-European	0.7500	peku	3	4		"[""peku"", ""peku"", ""wek\u02b7"", ""peku""]"
i-da-ja	i-da-ja	i-da-ja-ja	4	peo	Old Persian	0.7500	avadaː	3	4		"[""anija"", ""avada\u02d0"", ""avada\u02d0"", ""avada\u02d0""]"
i-da-ja	i-da-ja	i-da-ja-ja	4	phn	Phoenician	0.7500	ʔaḫ	3	4		"[""\u0294a\u1e2b"", ""\u0294a\u1e2b"", ""\u0294ars"", ""\u0294a\u1e2b""]"
i-ki-tu	i-ki-tu	i-ki-tu-ja-s	4	ave	Avestan	0.7500	[-]	3	4	bones	"[""\u014b\u0301"", ""[-]"", ""[-]"", ""[-]""]"
i-ki-tu	i-ki-tu	i-ki-tu-ja-s	4	ccs-pro	Proto-Kartvelian	0.7500	jor	3	4	two	"[""numa"", ""jor"", ""jor"", ""jor""]"
i-ki-tu	i-ki-tu	i-ki-tu-ja-s	4	xcr	Eteocretan	0.7500	ἄl̩α	3	4		"[""\u2020=\u00f0"", ""\u1f04l\u0329\u03b1"", ""\u1f04l\u0329\u03b1"", ""\u1f04l\u0329\u03b1""]"
i-ki-tu	i-ki-tu	i-ki-tu-ja-s	4	xrr	Etruscan	0.7500	-l(a)	3	4	of/for	"[""ker"", ""-l(a)"", ""-l(a)"", ""-l(a)""]"
i-ki-tu	i-ki-tu	i-ki-tu-ja-s	4	xur	Urartian	0.7500	tsʼare	3	4		"[""tsa\u0283-"", ""ts\u02bcare"", ""ts\u02bcare"", ""ts\u02bcare""]"
i-ru-te	i-ru-te	i-ru-te-i-di	4	cms	Messapic	0.7500	aran	3	4	arable land	"[""aran"", ""aran"", ""aran"", ""bilia""]"
i-ru-te	i-ru-te	i-ru-te-i-di	4	xld	Lydian	0.7500	=tlː	3	4		"[""=tl\u02d0"", ""=tl\u02d0"", ""=tl\u02d0"", ""el\u02d0o-""]"
i-ru-te	i-ru-te	i-ru-te-i-di	4	xur	Urartian	0.7500	tsaʃɡ-	3	4		"[""tamx-"", ""tsa\u0283\u0261-"", ""tsa\u0283\u0261-"", ""tsa\u0283\u0261-""]"
i-te-te	i-te-te	i-te-te-re-p	4	ccs-pro	Proto-Kartvelian	0.7500	ode	3	4	hardly	"[""ode"", ""ode"", ""ode"", ""u\u0263""]"
i-te-te	i-te-te	i-te-te-re-p	4	dra-pro	Proto-Dravidian	0.7500	jaːh	3	4		"[""ja\u02d0-"", ""ja\u02d0h"", ""ja\u02d0h"", ""ja\u02d0h""]"
i-te-te	i-te-te	i-te-te-re-p	4	xlc	Lycian	0.7500	γarãi	3	4		"[""\u03b3ar\u00e3i"", ""\u03b3ar\u00e3i"", ""\u03b3ar\u00e3i"", ""\u1ebdne/i-""]"
i-te-te	i-te-te	i-te-te-re-p	4	xld	Lydian	0.7500	=tlː	3	4		"[""=tl\u02d0"", ""=tl\u02d0"", ""=tl\u02d0"", ""=(i)t\u02b0""]"
na-i-da	na-i-da	na-i-da-ja-s	4	ccs-pro	Proto-Kartvelian	0.7500	ʃubl	3	4		"[""\u0261ob"", ""\u0283ubl"", ""\u0283ubl"", ""\u0283ubl""]"
na-i-da	na-i-da	na-i-da-ja-s	4	dra-pro	Proto-Dravidian	0.7500	poʈʈ-	3	4		"[""put\u0283"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-""]"
na-i-da	na-i-da	na-i-da-ja-s	4	elx	Elamite	0.7500	ruku	3	4	testicle	"[""ruku"", ""ruku"", ""ruku"", ""tuu\u0283""]"
na-i-da	na-i-da	na-i-da-ja-s	4	xrr	Etruscan	0.7500	-u	3	4	tir raetica	"[""-u"", ""-u"", ""-u"", ""\u03b8auk\u02b0-""]"
di-ki-tu	di-ki-tu	di-ki-tu-ja-s	4	cms	Messapic	0.7500	ai	3	4	conjunction (hypothetical)	"[""ai"", ""ai"", ""ai"", ""hadiwe""]"
di-ki-tu	di-ki-tu	di-ki-tu-ja-s	4	sem-pro	Proto-Semitic	0.7500	θuːm-	3	4		"[""\u03b8u\u02d0m-"", ""\u03b8u\u02d0m-"", ""\u03b8u\u02d0m-"", ""\u0127ams\u02e4\u0301-""]"
di-ki-tu	di-ki-tu	di-ki-tu-ja-s	4	xcr	Eteocretan	0.7500	βάνðα	3	4		"[""\u03b3\u03adl\u0329\u03b1"", ""\u03b2\u03ac\u03bd\u00f0\u03b1"", ""\u03b2\u03ac\u03bd\u00f0\u03b1"", ""\u03b2\u03ac\u03bd\u00f0\u03b1""]"
di-ki-tu	di-ki-tu	di-ki-tu-ja-s	4	xlc	Lycian	0.7500	s(ije)-	3	4		"[""me"", ""s(ije)-"", ""s(ije)-"", ""s(ije)-""]"
di-ki-tu	di-ki-tu	di-ki-tu-ja-s	4	xur	Urartian	0.7500	tsʼare	3	4		"[""tsa\u0283-"", ""ts\u02bcare"", ""ts\u02bcare"", ""ts\u02bcare""]"
i-nwa-za	i-nwa-za	i-nwa-za-*56-ni	4	elx	Elamite	0.7500	rum	3	4	hen	"[""bau"", ""rum"", ""rum"", ""rum""]"
i-nwa-za	i-nwa-za	i-nwa-za-*56-ni	4	phn	Phoenician	0.7500	kalb	3	4	dog	"[""kalb"", ""kalb"", ""kalb"", ""pani""]"
ka-na-si	ka-na-si	ka-na-si-si-r	4	dra-pro	Proto-Dravidian	0.7500	oʈ-	3	4		"[""o\u0288-"", ""o\u0288-"", ""u\u02d0r"", ""o\u0288-""]"
ka-na-si	ka-na-si	ka-na-si-si-r	4	elx	Elamite	0.7500	antsi	3	4		"[""eul"", ""antsi"", ""antsi"", ""antsi""]"
ka-na-si	ka-na-si	ka-na-si-si-r	4	phn	Phoenician	0.7500	ʃiħēt	3	4		"[""\u0283at"", ""\u0283i\u0127\u0113t"", ""\u0283i\u0127\u0113t"", ""\u0283i\u0127\u0113t""]"
ka-na-si	ka-na-si	ka-na-si-si-r	4	sem-pro	Proto-Semitic	0.7500	marʔ	3	4	man	"[""mar\u0294"", ""mar\u0294"", ""mar\u0294"", ""ra\u0294\u0283""]"
ka-na-si	ka-na-si	ka-na-si-si-r	4	xld	Lydian	0.7500	etla-	3	4	(unknown)	"[""etla-"", ""etla-"", ""etla-"", ""\u1ebdtwer\u0283(i)-""]"
ka-na-si	ka-na-si	ka-na-si-si-r	4	xrr	Etruscan	0.7500	-Ø	3	4	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""et\u02b0unnu""]"
ka-na-si	ka-na-si	ka-na-si-si-r	4	xur	Urartian	0.7500	ipt-	3	4	(meaning unknown)	"[""nun-"", ""ipt-"", ""ipt-"", ""ipt-""]"
ki-te-te	ki-te-te	ki-te-te-re-p	4	ave	Avestan	0.7500	dreñdʒ	3	4		"[""drux\u0283"", ""dre\u00f1d\u0292"", ""dre\u00f1d\u0292"", ""dre\u00f1d\u0292""]"
ki-te-te	ki-te-te	ki-te-te-re-p	4	ccs-pro	Proto-Kartvelian	0.7500	lʿdze	3	4		"[""lok\u02bc"", ""l\u02bfdze"", ""l\u02bfdze"", ""l\u02bfdze""]"
ki-te-te	ki-te-te	ki-te-te-re-p	4	dra-pro	Proto-Dravidian	0.7500	jaːh	3	4		"[""ja\u02d0-"", ""ja\u02d0h"", ""ja\u02d0h"", ""ja\u02d0h""]"
ki-te-te	ki-te-te	ki-te-te-re-p	4	elx	Elamite	0.7500	abebe	3	4	food	"[""abebe"", ""abebe"", ""abebe"", ""ayak""]"
ki-te-te	ki-te-te	ki-te-te-re-p	4	xlc	Lycian	0.7500	γarãi	3	4		"[""\u03b3ar\u00e3i"", ""\u03b3ar\u00e3i"", ""\u03b3ar\u00e3i"", ""\u1ebdne/i-""]"
na-da-wa	na-da-wa	na-da-wa-i-ja	4	peo	Old Persian	0.7500	aiva	3	4	one	"[""aiva"", ""aiva"", ""aiva"", ""aivat\u0283ada\u03b8a""]"
na-da-wa	na-da-wa	na-da-wa-i-ja	4	xle	Eteocypriot	0.7500	rom	3	4	meaning uncertain	"[""rom"", ""rom"", ""rom"", ""aker""]"
na-ru-ka	na-ru-ka	na-ru-ka-na-s	4	xcr	Eteocretan	0.7500	γέl̩α	3	4		"[""\u2020=l\u0329"", ""\u03b3\u03adl\u0329\u03b1"", ""\u03b3\u03adl\u0329\u03b1"", ""\u03b3\u03adl\u0329\u03b1""]"
si-ru-te	si-ru-te	si-ru-te-i-di	4	sem-pro	Proto-Semitic	0.7500	ʔarsˤ́-	3	4		"[""\u0294ars\u02e4\u0301"", ""\u0294ars\u02e4\u0301-"", ""\u0294ars\u02e4\u0301-"", ""\u0294ars\u02e4\u0301-""]"
si-ru-te	si-ru-te	si-ru-te-i-di	4	xcr	Eteocretan	0.7500	γίσσα	3	4		"[""\u2020=\u00f0"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1"", ""\u03b3\u03af\u03c3\u03c3\u03b1""]"
si-ru-te	si-ru-te	si-ru-te-i-di	4	xur	Urartian	0.7500	tsaʃɡ-	3	4		"[""tamx-"", ""tsa\u0283\u0261-"", ""tsa\u0283\u0261-"", ""tsa\u0283\u0261-""]"
ti-ja-sa	ti-ja-sa	ti-ja-sa-sa-r	4	cms	Messapic	0.7500	ai	3	4	conjunction (hypothetical)	"[""ai"", ""ai"", ""ai"", ""aran""]"
ti-ja-sa	ti-ja-sa	ti-ja-sa-sa-r	4	elx	Elamite	0.7500	ʃutu	3	4		"[""\u0283utu"", ""tuu\u0283"", ""\u0283utu"", ""\u0283utu""]"
ti-ja-sa	ti-ja-sa	ti-ja-sa-sa-r	4	peo	Old Persian	0.7500	aθaⁿɡaʰ	3	4		"[""a\u03b8aga"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0"", ""a\u03b8a\u207f\u0261a\u02b0""]"
ti-ja-sa	ti-ja-sa	ti-ja-sa-sa-r	4	sem-pro	Proto-Semitic	0.7500	U₃	3	4		"[""U\u2083"", ""U\u2083"", ""U\u2083"", ""ra\u0294\u0283""]"
ti-ja-sa	ti-ja-sa	ti-ja-sa-sa-r	4	xrr	Etruscan	0.7500	-Ø	3	4	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-u""]"
i-na-i-da	i-na-i-da	i-na-i-da-ja-s	4	ccs-pro	Proto-Kartvelian	0.7500	ʃubl	3	4		"[""oboba"", ""\u0283ubl"", ""\u0283ubl"", ""\u0283ubl""]"
i-na-i-da	i-na-i-da	i-na-i-da-ja-s	4	dra-pro	Proto-Dravidian	0.7500	jaɳʈ-	3	4		"[""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""ja\u0273\u0288-"", ""po\u0288\u0288-""]"
i-na-i-da	i-na-i-da	i-na-i-da-ja-s	4	elx	Elamite	0.7500	ruku	3	4	testicle	"[""ruku"", ""ruku"", ""ruku"", ""tuu\u0283""]"
i-na-i-da	i-na-i-da	i-na-i-da-ja-s	4	xrr	Etruscan	0.7500	-u	3	4	tir raetica	"[""-u"", ""-u"", ""-u"", ""-\u00d8""]"
i-na-i-da	i-na-i-da	i-na-i-da-ja-s	4	xur	Urartian	0.7500	sane	3	4	kettle	"[""tan-"", ""sane"", ""sane"", ""sane""]"
a-ja-i-nwa	a-ja-i-nwa	a-ja-i-nwa-za-*56	4	ave	Avestan	0.7500	tʃvañt	3	4		"[""t\u0283va\u00f1t"", ""t\u0283va\u00f1t"", ""t\u0283va\u00f1t"", ""-t\u0283a""]"
a-ja-i-nwa	a-ja-i-nwa	a-ja-i-nwa-za-*56	4	cms	Messapic	0.7500	tʰautori	3	4		"[""t\u02b0autori"", ""t\u02b0autori"", ""t\u02b0autori"", ""klaohi""]"
a-ja-i-nwa	a-ja-i-nwa	a-ja-i-nwa-za-*56	4	ine-pro	Proto-Indo-European	0.7500	ɣʷeroː	3	4		"[""ke\u02d0r"", ""\u0263\u02b7ero\u02d0"", ""\u0263\u02b7ero\u02d0"", ""\u0263\u02b7ero\u02d0""]"
a-ja-i-nwa	a-ja-i-nwa	a-ja-i-nwa-za-*56	4	xrr	Etruscan	0.7500	θaukʰ-	3	4		"[""-\u00d8"", ""\u03b8auk\u02b0-"", ""\u03b8auk\u02b0-"", ""\u03b8auk\u02b0-""]"
a-ja-i-nwa	a-ja-i-nwa	a-ja-i-nwa-za-*56	4	xur	Urartian	0.7500	tan-	3	4	do	"[""esi"", ""tan-"", ""tan-"", ""tan-""]"
a-i-*301-wa	a-i-*301-wa	a-i-*301-wa-e-a-di-k	26	sem-pro	Proto-Semitic	0.7308	U₃	19	26		"[""U\u2083"", ""-b"", ""U\u2083"", ""U\u2083"", ""-b"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""-b"", ""U\u2083"", ""-b"", ""U\u2083"", ""\u0127d\u03b8-"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""U\u2083"", ""s\u02e4\u0301a\u0294n-"", ""U\u2083"", ""\u0127d\u03b8-""]"
i-*301-wa-ja	i-*301-wa-ja	i-*301-wa-ja-ja-i-n	26	uga	Ugaritic	0.7308	ib	19	26	oracc neo	"[""ib"", ""ib"", ""ib"", ""ib"", ""ib"", ""ib"", ""ib"", ""ib"", ""uqnu"", ""ib"", ""uqnu"", ""ib"", ""ib"", ""uqnu"", ""ib"", ""ib"", ""ib"", ""ib"", ""ib"", ""uqnu"", ""ib"", ""ib"", ""ib"", ""hpk"", ""uqnu"", ""pt\u02e4r""]"
i-na-ma	i-na-ma	i-na-ma-si-ru-t	11	cms	Messapic	0.7273	ai	8	11	conjunction (hypothetical)	"[""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""ai"", ""tabara"", ""tabara"", ""ai"", ""ai"", ""tabaras""]"
i-na-ma	i-na-ma	i-na-ma-si-ru-t	11	xrr	Etruscan	0.7273	-Ø	8	11	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-u"", ""-u"", ""-\u00d8"", ""-\u00d8"", ""t\u02b0al""]"
me-u-na	me-u-na	me-u-na-ru-ka-n	11	xpg	Phrygian	0.7273	ew	8	11	good	"[""ew"", ""ew"", ""ew"", ""ew"", ""ew"", ""ew"", ""t\u02b0ri"", ""ew"", ""t\u02b0ri"", ""ew"", ""t\u02b0ri (t\u02b0ri)""]"
me-u-na	me-u-na	me-u-na-ru-ka-n	11	xrr	Etruscan	0.7273	tite	8	11	tite	"[""-\u00d8"", ""tite"", ""-u"", ""tite"", ""-u"", ""tite"", ""tite"", ""tite"", ""tite"", ""tite"", ""tite""]"
ta-na-i	ta-na-i	ta-na-i-*301-u-ti-nu	11	peo	Old Persian	0.7273	AM	8	11		"[""DH"", ""AM"", ""AM"", ""AM"", ""AM"", ""AM"", ""AM"", ""DH"", ""Hutau\u03b8a\u02d0"", ""AM"", ""AM""]"
ta-na-i	ta-na-i	ta-na-i-*301-u-ti-nu	11	xld	Lydian	0.7273	trf(i)-	8	11		"[""=tl\u02d0"", ""=tl\u02d0"", ""trf(i)-"", ""trf(i)-"", ""trf(i)-"", ""trf(i)-"", ""trf(i)-"", ""trf(i)-"", ""trf(i)-"", ""trf(i)-"", ""trfno-(d)""]"
ta-na-i	ta-na-i	ta-na-i-*301-u-ti-nu	11	xrr	Etruscan	0.7273	tʰal	8	11		"[""-\u00d8"", ""-\u00d8"", ""t\u02b0al"", ""-\u00d8"", ""t\u02b0al"", ""t\u02b0al"", ""t\u02b0al"", ""t\u02b0al"", ""t\u02b0al"", ""t\u02b0al"", ""t\u02b0al""]"
u-ti-nu	u-ti-nu	u-ti-nu-i-na-i-d	11	xrr	Etruscan	0.7273	-l(a)	8	11	of/for	"[""-l(a)"", ""-l(a)"", ""-l(a)"", ""-l(a)"", ""-r(a)"", ""-l(a)"", ""-l(a)"", ""-r(a)"", ""-l(a)"", ""-l(a)"", ""-nu""]"
a-na-i-*301	a-na-i-*301	a-na-i-*301-u-ti-nu	11	xrr	Etruscan	0.7273	tʰal	8	11		"[""-\u00d8"", ""t\u02b0al"", ""-\u00d8"", ""t\u02b0al"", ""t\u02b0al"", ""t\u02b0al"", ""t\u02b0al"", ""t\u02b0al"", ""t\u02b0al"", ""-l(a)"", ""t\u02b0al""]"
a-ja-ja	a-ja-ja	a-ja-ja-sa-sa-r	21	xrr	Etruscan	0.7143	-Ø	15	21	tir raetica	"[""-\u00d8"", ""-\u00d8"", ""-u"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-u"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""-u"", ""-\u00d8"", ""-u"", ""-\u00d8"", ""-\u00d8"", ""-\u00d8"", ""p\u02b0uter"", ""-\u00d8"", ""-u""]"
ja-sa-u	ja-sa-u	ja-sa-u-na-ka-na-si	7	dra-pro	Proto-Dravidian	0.7143	poʈʈ-	5	7		"[""po\u0288\u0288-"", ""po\u0288\u0288-"", ""po\u0288\u0288-"", ""pa\u02d0\u0288u"", ""pa\u02d0\u0288u"", ""po\u0288\u0288-"", ""po\u0288\u0288-""]"
ja-sa-u	ja-sa-u	ja-sa-u-na-ka-na-si	7	hit	Hittite	0.7143	xus	5	7		"[""xus"", ""xus"", ""xus"", ""xus"", ""xus"", ""i\u02d0s\u02e4a\u02d0\u0301"", ""xat\u02d0i""]"
ja-sa-u	ja-sa-u	ja-sa-u-na-ka-na-si	7	ine-pro	Proto-Indo-European	0.7143	kʷoti	5	7		"[""k\u02b7os"", ""k\u02b7os"", ""k\u02b7oti"", ""k\u02b7oti"", ""k\u02b7oti"", ""k\u02b7oti"", ""k\u02b7oti""]"
